study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	sample_title
PRJNA274006	SAMN03318828	SRS831390	SRX859816	SRR1780573	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-110
PRJNA274006	SAMN03318828	SRS831390	SRX859816	SRR1780574	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-110
PRJNA274006	SAMN03318809	SRS831392	SRX859817	SRR1780575	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-111
PRJNA274006	SAMN03318809	SRS831392	SRX859817	SRR1780576	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-111
PRJNA274006	SAMN03319052	SRS831393	SRX859818	SRR1780577	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-112
PRJNA274006	SAMN03319052	SRS831393	SRX859818	SRR1780578	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-112
PRJNA274006	SAMN03318801	SRS831394	SRX859819	SRR1780579	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-113
PRJNA274006	SAMN03318801	SRS831394	SRX859819	SRR1780580	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-113
PRJNA274006	SAMN03318981	SRS831396	SRX859820	SRR1780581	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-114
PRJNA274006	SAMN03318981	SRS831396	SRX859820	SRR1780582	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-114
PRJNA274006	SAMN03318905	SRS831397	SRX859821	SRR1780583	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-115
PRJNA274006	SAMN03318905	SRS831397	SRX859821	SRR1780584	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-115
PRJNA274006	SAMN03318891	SRS831398	SRX859822	SRR1780585	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-116
PRJNA274006	SAMN03318891	SRS831398	SRX859822	SRR1780586	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-116
PRJNA274006	SAMN03318749	SRS831400	SRX859823	SRR1780587	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-117
PRJNA274006	SAMN03318749	SRS831400	SRX859823	SRR1780588	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-117
PRJNA274006	SAMN03318935	SRS831401	SRX859824	SRR1780589	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-118
PRJNA274006	SAMN03318935	SRS831401	SRX859824	SRR1780590	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-118
PRJNA274006	SAMN03319071	SRS831402	SRX859825	SRR1780591	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-119
PRJNA274006	SAMN03319071	SRS831402	SRX859825	SRR1780592	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-119
PRJNA274006	SAMN03318729	SRS831403	SRX859826	SRR1780593	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-120
PRJNA274006	SAMN03318729	SRS831403	SRX859826	SRR1780594	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-120
PRJNA274006	SAMN03319011	SRS831404	SRX859827	SRR1780595	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-121
PRJNA274006	SAMN03319011	SRS831404	SRX859827	SRR1780596	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-121
PRJNA274006	SAMN03318965	SRS831405	SRX859828	SRR1780597	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-122
PRJNA274006	SAMN03318965	SRS831405	SRX859828	SRR1780598	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-122
PRJNA274006	SAMN03319026	SRS831406	SRX859829	SRR1780599	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-123
PRJNA274006	SAMN03319026	SRS831406	SRX859829	SRR1780600	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-123
PRJNA274006	SAMN03318772	SRS831408	SRX859830	SRR1780601	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-124
PRJNA274006	SAMN03318772	SRS831408	SRX859830	SRR1780602	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-124
PRJNA274006	SAMN03318960	SRS831409	SRX859831	SRR1780603	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-125
PRJNA274006	SAMN03318960	SRS831409	SRX859831	SRR1780604	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-125
PRJNA274006	SAMN03319041	SRS831411	SRX859832	SRR1780605	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-126
PRJNA274006	SAMN03319041	SRS831411	SRX859832	SRR1780606	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-126
PRJNA274006	SAMN03319015	SRS831413	SRX859833	SRR1780607	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-127
PRJNA274006	SAMN03319015	SRS831413	SRX859833	SRR1780608	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-127
PRJNA274006	SAMN03319066	SRS831412	SRX859834	SRR1780609	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-128
PRJNA274006	SAMN03319066	SRS831412	SRX859834	SRR1780610	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-128
PRJNA274006	SAMN03319020	SRS831414	SRX859835	SRR1780611	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-129
PRJNA274006	SAMN03319020	SRS831414	SRX859835	SRR1780612	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-129
PRJNA274006	SAMN03319061	SRS831415	SRX859836	SRR1780613	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-130
PRJNA274006	SAMN03319061	SRS831415	SRX859836	SRR1780614	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-130
PRJNA274006	SAMN03319019	SRS831416	SRX859837	SRR1780615	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-131
PRJNA274006	SAMN03319019	SRS831416	SRX859837	SRR1780616	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-131
PRJNA274006	SAMN03319003	SRS831417	SRX859838	SRR1780617	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-132
PRJNA274006	SAMN03319003	SRS831417	SRX859838	SRR1780618	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-132
PRJNA274006	SAMN03318827	SRS831418	SRX859839	SRR1780619	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-133
PRJNA274006	SAMN03318827	SRS831418	SRX859839	SRR1780620	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-133
PRJNA274006	SAMN03318769	SRS831422	SRX859840	SRR1780621	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-134
PRJNA274006	SAMN03318769	SRS831422	SRX859840	SRR1780622	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-134
PRJNA274006	SAMN03319048	SRS831419	SRX859841	SRR1780623	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-135
PRJNA274006	SAMN03319048	SRS831419	SRX859841	SRR1780624	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-135
PRJNA274006	SAMN03318742	SRS831427	SRX859842	SRR1780625	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-136
PRJNA274006	SAMN03318742	SRS831427	SRX859842	SRR1780626	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-136
PRJNA274006	SAMN03318757	SRS831424	SRX859843	SRR1780627	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-137
PRJNA274006	SAMN03318757	SRS831424	SRX859843	SRR1780628	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-137
PRJNA274006	SAMN03318907	SRS831420	SRX859844	SRR1780629	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-138
PRJNA274006	SAMN03318907	SRS831420	SRX859844	SRR1780630	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-138
PRJNA274006	SAMN03318759	SRS831423	SRX859845	SRR1780631	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-139
PRJNA274006	SAMN03318759	SRS831423	SRX859845	SRR1780632	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-139
PRJNA274006	SAMN03319012	SRS831421	SRX859846	SRR1780633	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-140
PRJNA274006	SAMN03319012	SRS831421	SRX859846	SRR1780634	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-140
PRJNA274006	SAMN03318839	SRS831425	SRX859847	SRR1780635	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-141
PRJNA274006	SAMN03318839	SRS831425	SRX859847	SRR1780636	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-141
PRJNA274006	SAMN03318778	SRS831426	SRX859848	SRR1780637	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-142
PRJNA274006	SAMN03318778	SRS831426	SRX859848	SRR1780638	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-142
PRJNA274006	SAMN03318861	SRS831428	SRX859849	SRR1780639	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-143
PRJNA274006	SAMN03318861	SRS831428	SRX859849	SRR1780640	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-143
PRJNA274006	SAMN03318838	SRS831431	SRX859850	SRR1780641	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-144
PRJNA274006	SAMN03318838	SRS831431	SRX859850	SRR1780642	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-144
PRJNA274006	SAMN03319063	SRS831429	SRX859851	SRR1780643	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-145
PRJNA274006	SAMN03319063	SRS831429	SRX859851	SRR1780644	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-145
PRJNA274006	SAMN03318764	SRS831430	SRX859852	SRR1780645	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-146
PRJNA274006	SAMN03318764	SRS831430	SRX859852	SRR1780646	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-146
PRJNA274006	SAMN03318784	SRS831432	SRX859853	SRR1780647	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-147
PRJNA274006	SAMN03318784	SRS831432	SRX859853	SRR1780648	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-147
PRJNA274006	SAMN03318926	SRS831434	SRX859854	SRR1780649	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-148
PRJNA274006	SAMN03318926	SRS831434	SRX859854	SRR1780650	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-148
PRJNA274006	SAMN03318840	SRS831433	SRX859855	SRR1780651	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-149
PRJNA274006	SAMN03318840	SRS831433	SRX859855	SRR1780652	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-149
PRJNA274006	SAMN03318974	SRS831435	SRX859856	SRR1780653	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-150
PRJNA274006	SAMN03318974	SRS831435	SRX859856	SRR1780654	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-150
PRJNA274006	SAMN03318803	SRS831437	SRX859857	SRR1780655	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-151
PRJNA274006	SAMN03318803	SRS831437	SRX859857	SRR1780656	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-151
PRJNA274006	SAMN03318824	SRS831436	SRX859858	SRR1780657	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-152
PRJNA274006	SAMN03318824	SRS831436	SRX859858	SRR1780658	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-152
PRJNA274006	SAMN03318925	SRS831438	SRX859859	SRR1780659	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-153
PRJNA274006	SAMN03318925	SRS831438	SRX859859	SRR1780660	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-153
PRJNA274006	SAMN03318944	SRS831439	SRX859860	SRR1780661	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-154
PRJNA274006	SAMN03318944	SRS831439	SRX859860	SRR1780662	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-154
PRJNA274006	SAMN03319002	SRS831441	SRX859861	SRR1780663	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-155
PRJNA274006	SAMN03319002	SRS831441	SRX859861	SRR1780664	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-155
PRJNA274006	SAMN03318895	SRS831440	SRX859862	SRR1780665	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-156
PRJNA274006	SAMN03318895	SRS831440	SRX859862	SRR1780666	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-156
PRJNA274006	SAMN03318741	SRS831442	SRX859863	SRR1780667	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-157
PRJNA274006	SAMN03318741	SRS831442	SRX859863	SRR1780668	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-157
PRJNA274006	SAMN03319029	SRS831443	SRX859864	SRR1780669	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-158
PRJNA274006	SAMN03319029	SRS831443	SRX859864	SRR1780670	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-158
PRJNA274006	SAMN03318994	SRS831445	SRX859865	SRR1780671	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-159
PRJNA274006	SAMN03318994	SRS831445	SRX859865	SRR1780672	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-159
PRJNA274006	SAMN03318793	SRS831444	SRX859866	SRR1780673	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-160
PRJNA274006	SAMN03318793	SRS831444	SRX859866	SRR1780674	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-160
PRJNA274006	SAMN03319005	SRS831446	SRX859867	SRR1780675	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-161
PRJNA274006	SAMN03319005	SRS831446	SRX859867	SRR1780676	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-161
PRJNA274006	SAMN03318902	SRS831447	SRX859868	SRR1780677	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-162
PRJNA274006	SAMN03318902	SRS831447	SRX859868	SRR1780678	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-162
PRJNA274006	SAMN03318823	SRS831448	SRX859869	SRR1780679	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-163
PRJNA274006	SAMN03318823	SRS831448	SRX859869	SRR1780680	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-163
PRJNA274006	SAMN03318777	SRS831450	SRX859870	SRR1780681	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-164
PRJNA274006	SAMN03318777	SRS831450	SRX859870	SRR1780682	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-164
PRJNA274006	SAMN03319031	SRS831449	SRX859871	SRR1780683	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-165
PRJNA274006	SAMN03319031	SRS831449	SRX859871	SRR1780684	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-165
PRJNA274006	SAMN03318807	SRS831451	SRX859872	SRR1780685	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-166
PRJNA274006	SAMN03318807	SRS831451	SRX859872	SRR1780686	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-166
PRJNA274006	SAMN03318725	SRS831452	SRX859873	SRR1780687	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-167
PRJNA274006	SAMN03318725	SRS831452	SRX859873	SRR1780688	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-167
PRJNA274006	SAMN03318943	SRS831453	SRX859874	SRR1780689	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-168
PRJNA274006	SAMN03318943	SRS831453	SRX859874	SRR1780690	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-168
PRJNA274006	SAMN03318842	SRS831454	SRX859875	SRR1780691	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-169
PRJNA274006	SAMN03318842	SRS831454	SRX859875	SRR1780692	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-169
PRJNA274006	SAMN03318781	SRS831455	SRX859876	SRR1780693	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-170
PRJNA274006	SAMN03318781	SRS831455	SRX859876	SRR1780694	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-170
PRJNA274006	SAMN03318750	SRS831456	SRX859877	SRR1780695	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-171
PRJNA274006	SAMN03318750	SRS831456	SRX859877	SRR1780696	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-171
PRJNA274006	SAMN03318875	SRS831459	SRX859878	SRR1780697	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-172
PRJNA274006	SAMN03318875	SRS831459	SRX859878	SRR1780698	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-172
PRJNA274006	SAMN03318931	SRS831457	SRX859879	SRR1780699	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-173
PRJNA274006	SAMN03318931	SRS831457	SRX859879	SRR1780700	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-173
PRJNA274006	SAMN03318765	SRS831458	SRX859880	SRR1780701	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-174
PRJNA274006	SAMN03318765	SRS831458	SRX859880	SRR1780702	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-174
PRJNA274006	SAMN03318739	SRS831460	SRX859881	SRR1780703	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-175
PRJNA274006	SAMN03318739	SRS831460	SRX859881	SRR1780704	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-175
PRJNA274006	SAMN03319044	SRS831461	SRX859882	SRR1780705	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-176
PRJNA274006	SAMN03319044	SRS831461	SRX859882	SRR1780706	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-176
PRJNA274006	SAMN03319006	SRS831462	SRX859883	SRR1780707	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-177
PRJNA274006	SAMN03319006	SRS831462	SRX859883	SRR1780708	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-177
PRJNA274006	SAMN03318841	SRS831463	SRX859884	SRR1780709	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-178
PRJNA274006	SAMN03318841	SRS831463	SRX859884	SRR1780710	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-178
PRJNA274006	SAMN03318859	SRS831464	SRX859885	SRR1780711	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-179
PRJNA274006	SAMN03318859	SRS831464	SRX859885	SRR1780712	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-179
PRJNA274006	SAMN03318773	SRS831465	SRX859886	SRR1780713	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-180
PRJNA274006	SAMN03318773	SRS831465	SRX859886	SRR1780714	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-180
PRJNA274006	SAMN03319082	SRS831468	SRX859887	SRR1780715	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-181
PRJNA274006	SAMN03319082	SRS831468	SRX859887	SRR1780716	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-181
PRJNA274006	SAMN03318779	SRS831466	SRX859888	SRR1780717	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-182
PRJNA274006	SAMN03318779	SRS831466	SRX859888	SRR1780718	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-182
PRJNA274006	SAMN03318786	SRS831469	SRX859889	SRR1780719	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-183
PRJNA274006	SAMN03318786	SRS831469	SRX859889	SRR1780720	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-183
PRJNA274006	SAMN03318924	SRS831467	SRX859890	SRR1780721	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-184
PRJNA274006	SAMN03318924	SRS831467	SRX859890	SRR1780722	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-184
PRJNA274006	SAMN03318889	SRS831470	SRX859891	SRR1780723	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-185
PRJNA274006	SAMN03318889	SRS831470	SRX859891	SRR1780724	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-185
PRJNA274006	SAMN03318730	SRS831471	SRX859892	SRR1780725	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-186
PRJNA274006	SAMN03318730	SRS831471	SRX859892	SRR1780726	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-186
PRJNA274006	SAMN03318756	SRS831472	SRX859893	SRR1780727	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-187
PRJNA274006	SAMN03318756	SRS831472	SRX859893	SRR1780728	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-187
PRJNA274006	SAMN03318900	SRS831473	SRX859894	SRR1780729	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-188
PRJNA274006	SAMN03318900	SRS831473	SRX859894	SRR1780730	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-188
PRJNA274006	SAMN03318893	SRS831474	SRX859895	SRR1780731	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-189
PRJNA274006	SAMN03318893	SRS831474	SRX859895	SRR1780732	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-189
PRJNA274006	SAMN03318921	SRS831476	SRX859896	SRR1780733	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-190
PRJNA274006	SAMN03318921	SRS831476	SRX859896	SRR1780734	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-190
PRJNA274006	SAMN03318849	SRS831475	SRX859897	SRR1780735	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-191
PRJNA274006	SAMN03318849	SRS831475	SRX859897	SRR1780736	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-191
PRJNA274006	SAMN03318946	SRS831477	SRX859898	SRR1780737	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	singles-K562-rep3-well-192
PRJNA274006	SAMN03318946	SRS831477	SRX859898	SRR1780738	9606	Homo sapiens	Illumina MiSeq	PAIRED	singles-K562-rep3-well-192
PRJNA274006	SAMN03318834	SRS831478	SRX859899	SRR1780739	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-1
PRJNA274006	SAMN03318959	SRS831483	SRX859900	SRR1780740	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-2
PRJNA274006	SAMN03318854	SRS831479	SRX859901	SRR1780741	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-3
PRJNA274006	SAMN03318802	SRS831484	SRX859902	SRR1780742	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-4
PRJNA274006	SAMN03319062	SRS831481	SRX859903	SRR1780743	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-5
PRJNA274006	SAMN03318792	SRS831480	SRX859904	SRR1780744	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-6
PRJNA274006	SAMN03318952	SRS831482	SRX859905	SRR1780745	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-7
PRJNA274006	SAMN03318963	SRS831485	SRX859906	SRR1780746	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-8
PRJNA274006	SAMN03318901	SRS831486	SRX859907	SRR1780747	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-9
PRJNA274006	SAMN03318811	SRS831489	SRX859908	SRR1780748	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-10
PRJNA274006	SAMN03318845	SRS831490	SRX859909	SRR1780749	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-11
PRJNA274006	SAMN03318782	SRS831488	SRX859910	SRR1780750	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-12
PRJNA274006	SAMN03319037	SRS831487	SRX859911	SRR1780751	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-13
PRJNA274006	SAMN03318904	SRS831496	SRX859912	SRR1780752	9606	Homo sapiens	NextSeq 500	PAIRED	singles-K562-CDKi-well-14
