study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	sample_title
PRJNA299657	SAMN05462878	SRS1591979	SRX1988021	SRR3986002	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-75
PRJNA299657	SAMN05462877	SRS1591980	SRX1988022	SRR3986003	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-76
PRJNA299657	SAMN05462876	SRS1591981	SRX1988023	SRR3986004	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-77
PRJNA299657	SAMN05462875	SRS1591982	SRX1988024	SRR3986005	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-78
PRJNA299657	SAMN05462874	SRS1591983	SRX1988025	SRR3986006	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-79
PRJNA299657	SAMN05462873	SRS1591984	SRX1988026	SRR3986007	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-80
PRJNA299657	SAMN05462872	SRS1591985	SRX1988027	SRR3986008	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-81
PRJNA299657	SAMN05462871	SRS1591986	SRX1988028	SRR3986009	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-82
PRJNA299657	SAMN05462870	SRS1591987	SRX1988029	SRR3986010	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-83
PRJNA299657	SAMN05462869	SRS1591988	SRX1988030	SRR3986011	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-84
PRJNA299657	SAMN05462868	SRS1591989	SRX1988031	SRR3986012	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-85
PRJNA299657	SAMN05462867	SRS1591990	SRX1988032	SRR3986013	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-86
PRJNA299657	SAMN05462866	SRS1591991	SRX1988033	SRR3986014	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-87
PRJNA299657	SAMN05462865	SRS1591993	SRX1988034	SRR3986015	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-88
PRJNA299657	SAMN05462864	SRS1591992	SRX1988035	SRR3986016	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-89
PRJNA299657	SAMN05462863	SRS1591994	SRX1988036	SRR3986017	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-90
PRJNA299657	SAMN05462862	SRS1591995	SRX1988037	SRR3986018	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-91
PRJNA299657	SAMN05462861	SRS1591996	SRX1988038	SRR3986019	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-92
PRJNA299657	SAMN05462860	SRS1591997	SRX1988039	SRR3986020	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-93
PRJNA299657	SAMN05462859	SRS1591998	SRX1988040	SRR3986021	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-94
PRJNA299657	SAMN05462858	SRS1592000	SRX1988041	SRR3986022	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-95
PRJNA299657	SAMN05462857	SRS1591999	SRX1988042	SRR3986023	9606	Homo sapiens	NextSeq 500	PAIRED	singles-SU353-LSC-160209-96
PRJNA299657	SAMN05462856	SRS1592001	SRX1988043	SRR3986024	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-1
PRJNA299657	SAMN05462855	SRS1592002	SRX1988044	SRR3986025	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-2
PRJNA299657	SAMN05462854	SRS1592003	SRX1988045	SRR3986026	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-3
PRJNA299657	SAMN05462853	SRS1592006	SRX1988046	SRR3986027	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-4
PRJNA299657	SAMN05462852	SRS1592004	SRX1988047	SRR3986028	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-5
PRJNA299657	SAMN05462851	SRS1592005	SRX1988048	SRR3986029	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-6
PRJNA299657	SAMN05462850	SRS1592007	SRX1988049	SRR3986030	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-7
PRJNA299657	SAMN05462849	SRS1592009	SRX1988050	SRR3986031	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-8
PRJNA299657	SAMN05462848	SRS1592008	SRX1988051	SRR3986032	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-9
PRJNA299657	SAMN05462847	SRS1592010	SRX1988052	SRR3986033	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-10
PRJNA299657	SAMN05462844	SRS1592012	SRX1988053	SRR3986034	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-11
PRJNA299657	SAMN05462843	SRS1592011	SRX1988054	SRR3986035	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-12
PRJNA299657	SAMN05463059	SRS1592013	SRX1988055	SRR3986036	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-13
PRJNA299657	SAMN05463058	SRS1592014	SRX1988056	SRR3986037	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-14
PRJNA299657	SAMN05462846	SRS1592015	SRX1988057	SRR3986038	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-15
PRJNA299657	SAMN05462845	SRS1592016	SRX1988058	SRR3986039	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-16
PRJNA299657	SAMN05463057	SRS1592017	SRX1988059	SRR3986040	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-17
PRJNA299657	SAMN05463056	SRS1592018	SRX1988060	SRR3986041	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-18
PRJNA299657	SAMN05463055	SRS1592019	SRX1988061	SRR3986042	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-19
PRJNA299657	SAMN05463054	SRS1592020	SRX1988062	SRR3986043	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-20
PRJNA299657	SAMN05463053	SRS1592022	SRX1988063	SRR3986044	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-21
PRJNA299657	SAMN05463052	SRS1592023	SRX1988064	SRR3986045	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-22
PRJNA299657	SAMN05463051	SRS1592021	SRX1988065	SRR3986046	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-23
PRJNA299657	SAMN05463050	SRS1592024	SRX1988066	SRR3986047	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-24
PRJNA299657	SAMN05463049	SRS1592025	SRX1988067	SRR3986048	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-25
PRJNA299657	SAMN05463048	SRS1592026	SRX1988068	SRR3986049	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-26
PRJNA299657	SAMN05463047	SRS1592027	SRX1988069	SRR3986050	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-27
PRJNA299657	SAMN05463046	SRS1592028	SRX1988070	SRR3986051	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-28
PRJNA299657	SAMN05463045	SRS1592029	SRX1988071	SRR3986052	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-29
PRJNA299657	SAMN05463044	SRS1592030	SRX1988072	SRR3986053	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-30
PRJNA299657	SAMN05463043	SRS1592031	SRX1988073	SRR3986054	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-31
PRJNA299657	SAMN05463042	SRS1592032	SRX1988074	SRR3986055	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-32
PRJNA299657	SAMN05463041	SRS1592033	SRX1988075	SRR3986056	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-33
PRJNA299657	SAMN05463040	SRS1592034	SRX1988076	SRR3986057	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-34
PRJNA299657	SAMN05463039	SRS1592036	SRX1988077	SRR3986058	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-35
PRJNA299657	SAMN05463038	SRS1592035	SRX1988078	SRR3986059	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-36
PRJNA299657	SAMN05463037	SRS1592037	SRX1988079	SRR3986060	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-37
PRJNA299657	SAMN05463036	SRS1592038	SRX1988080	SRR3986061	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-38
PRJNA299657	SAMN05463035	SRS1592039	SRX1988081	SRR3986062	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-39
PRJNA299657	SAMN05463034	SRS1592040	SRX1988082	SRR3986063	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-40
PRJNA299657	SAMN05463033	SRS1592041	SRX1988083	SRR3986064	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-41
PRJNA299657	SAMN05463032	SRS1592042	SRX1988084	SRR3986065	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-42
PRJNA299657	SAMN05463031	SRS1592043	SRX1988085	SRR3986066	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-43
PRJNA299657	SAMN05463030	SRS1592044	SRX1988086	SRR3986067	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-44
PRJNA299657	SAMN05462988	SRS1592045	SRX1988087	SRR3986068	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-45
PRJNA299657	SAMN05462987	SRS1592047	SRX1988088	SRR3986069	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-46
PRJNA299657	SAMN05462986	SRS1592046	SRX1988089	SRR3986070	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-47
PRJNA299657	SAMN05462985	SRS1592048	SRX1988090	SRR3986071	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-48
PRJNA299657	SAMN05462984	SRS1592049	SRX1988091	SRR3986072	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-49
PRJNA299657	SAMN05462983	SRS1592050	SRX1988092	SRR3986073	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-50
PRJNA299657	SAMN05462982	SRS1592052	SRX1988093	SRR3986074	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-51
PRJNA299657	SAMN05462981	SRS1592051	SRX1988094	SRR3986075	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-52
PRJNA299657	SAMN05462980	SRS1592053	SRX1988095	SRR3986077	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-53
PRJNA299657	SAMN05462979	SRS1592055	SRX1988096	SRR3986078	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-54
PRJNA299657	SAMN05462978	SRS1592054	SRX1988097	SRR3986079	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-55
PRJNA299657	SAMN05462977	SRS1592056	SRX1988098	SRR3986080	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-56
PRJNA299657	SAMN05462976	SRS1592057	SRX1988099	SRR3986081	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-57
PRJNA299657	SAMN05462975	SRS1592058	SRX1988100	SRR3986082	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-58
PRJNA299657	SAMN05462974	SRS1592059	SRX1988101	SRR3986083	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-59
PRJNA299657	SAMN05462973	SRS1592060	SRX1988102	SRR3986084	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-60
PRJNA299657	SAMN05462972	SRS1592061	SRX1988103	SRR3986085	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-61
PRJNA299657	SAMN05462971	SRS1592062	SRX1988104	SRR3986086	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-62
PRJNA299657	SAMN05462970	SRS1592064	SRX1988105	SRR3986087	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-63
PRJNA299657	SAMN05462969	SRS1592063	SRX1988106	SRR3986088	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-64
PRJNA299657	SAMN05462968	SRS1592065	SRX1988107	SRR3986089	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-65
PRJNA299657	SAMN05462967	SRS1592066	SRX1988108	SRR3986090	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-66
PRJNA299657	SAMN05462966	SRS1592068	SRX1988109	SRR3986091	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-67
PRJNA299657	SAMN05462965	SRS1592067	SRX1988110	SRR3986092	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-68
PRJNA299657	SAMN05462964	SRS1592069	SRX1988111	SRR3986093	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-69
PRJNA299657	SAMN05462963	SRS1592071	SRX1988112	SRR3986094	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-70
PRJNA299657	SAMN05462962	SRS1592070	SRX1988113	SRR3986095	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-71
PRJNA299657	SAMN05462961	SRS1592072	SRX1988114	SRR3986096	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-72
PRJNA299657	SAMN05462960	SRS1592073	SRX1988115	SRR3986097	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-73
PRJNA299657	SAMN05462959	SRS1592074	SRX1988116	SRR3986098	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-74
PRJNA299657	SAMN05463018	SRS1592075	SRX1988117	SRR3986099	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-75
PRJNA299657	SAMN05463017	SRS1592076	SRX1988118	SRR3986100	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-76
PRJNA299657	SAMN05463016	SRS1592077	SRX1988119	SRR3986101	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-77
PRJNA299657	SAMN05463015	SRS1592078	SRX1988120	SRR3986102	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-78
PRJNA299657	SAMN05463014	SRS1592079	SRX1988121	SRR3986103	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-79
PRJNA299657	SAMN05463013	SRS1592080	SRX1988122	SRR3986104	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-80
PRJNA299657	SAMN05463012	SRS1592081	SRX1988123	SRR3986105	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-81
PRJNA299657	SAMN05463011	SRS1592082	SRX1988124	SRR3986106	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-82
PRJNA299657	SAMN05463010	SRS1592083	SRX1988125	SRR3986107	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-83
PRJNA299657	SAMN05463009	SRS1592084	SRX1988126	SRR3986108	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-84
PRJNA299657	SAMN05463008	SRS1592085	SRX1988127	SRR3986109	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-85
PRJNA299657	SAMN05463007	SRS1592088	SRX1988128	SRR3986110	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-86
PRJNA299657	SAMN05463006	SRS1592086	SRX1988129	SRR3986111	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-87
PRJNA299657	SAMN05463005	SRS1592087	SRX1988130	SRR3986112	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-88
PRJNA299657	SAMN05463004	SRS1592089	SRX1988131	SRR3986113	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-89
PRJNA299657	SAMN05463003	SRS1592092	SRX1988132	SRR3986114	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-90
PRJNA299657	SAMN05463002	SRS1592090	SRX1988133	SRR3986115	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-91
PRJNA299657	SAMN05463001	SRS1592091	SRX1988134	SRR3986116	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-92
PRJNA299657	SAMN05463000	SRS1592093	SRX1988135	SRR3986117	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-93
PRJNA299657	SAMN05462999	SRS1592095	SRX1988136	SRR3986118	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-94
PRJNA299657	SAMN05462998	SRS1592094	SRX1988137	SRR3986119	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-95
PRJNA299657	SAMN05462997	SRS1592096	SRX1988138	SRR3986120	9606	Homo sapiens	NextSeq 500	PAIRED	BM1077-LMPP-Frozen-160107-96
PRJNA299657	SAMN05462996	SRS1592097	SRX1988139	SRR3986121	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-1
PRJNA299657	SAMN05462995	SRS1592098	SRX1988140	SRR3986122	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-2
PRJNA299657	SAMN05462994	SRS1592100	SRX1988141	SRR3986123	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-3
PRJNA299657	SAMN05462993	SRS1592099	SRX1988142	SRR3986124	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-4
PRJNA299657	SAMN05462992	SRS1592101	SRX1988143	SRR3986125	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-5
PRJNA299657	SAMN05462991	SRS1592102	SRX1988144	SRR3986126	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-6
PRJNA299657	SAMN05462990	SRS1592104	SRX1988145	SRR3986127	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-7
PRJNA299657	SAMN05462989	SRS1592103	SRX1988146	SRR3986128	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-8
PRJNA299657	SAMN05462739	SRS1592105	SRX1988147	SRR3986129	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-9
PRJNA299657	SAMN05462738	SRS1592106	SRX1988148	SRR3986130	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-10
PRJNA299657	SAMN05462737	SRS1592107	SRX1988149	SRR3986131	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-11
PRJNA299657	SAMN05462736	SRS1592110	SRX1988150	SRR3986132	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-12
PRJNA299657	SAMN05462735	SRS1592109	SRX1988151	SRR3986133	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-13
PRJNA299657	SAMN05462734	SRS1592108	SRX1988152	SRR3986134	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-14
PRJNA299657	SAMN05462733	SRS1592113	SRX1988153	SRR3986135	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-15
PRJNA299657	SAMN05462732	SRS1592111	SRX1988154	SRR3986136	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-16
PRJNA299657	SAMN05462731	SRS1592112	SRX1988155	SRR3986137	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-17
PRJNA299657	SAMN05462730	SRS1592114	SRX1988156	SRR3986138	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-18
PRJNA299657	SAMN05462729	SRS1592116	SRX1988157	SRR3986139	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-19
PRJNA299657	SAMN05462728	SRS1592115	SRX1988158	SRR3986140	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-20
PRJNA299657	SAMN05462727	SRS1592117	SRX1988159	SRR3986141	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-21
PRJNA299657	SAMN05462726	SRS1592118	SRX1988160	SRR3986142	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-22
PRJNA299657	SAMN05462725	SRS1592119	SRX1988161	SRR3986143	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-23
PRJNA299657	SAMN05462724	SRS1592121	SRX1988162	SRR3986144	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-24
PRJNA299657	SAMN05462723	SRS1592120	SRX1988163	SRR3986145	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-25
PRJNA299657	SAMN05462722	SRS1592122	SRX1988164	SRR3986146	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-26
PRJNA299657	SAMN05462721	SRS1592123	SRX1988165	SRR3986147	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-27
PRJNA299657	SAMN05463029	SRS1592124	SRX1988166	SRR3986148	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-28
PRJNA299657	SAMN05463028	SRS1592125	SRX1988167	SRR3986149	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-29
PRJNA299657	SAMN05463027	SRS1592126	SRX1988168	SRR3986150	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-30
PRJNA299657	SAMN05463026	SRS1592127	SRX1988169	SRR3986151	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-31
PRJNA299657	SAMN05463025	SRS1592128	SRX1988170	SRR3986152	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-32
PRJNA299657	SAMN05463024	SRS1592129	SRX1988171	SRR3986153	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-33
PRJNA299657	SAMN05463023	SRS1592130	SRX1988172	SRR3986154	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-34
PRJNA299657	SAMN05463022	SRS1592131	SRX1988173	SRR3986155	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-35
PRJNA299657	SAMN05463021	SRS1592132	SRX1988174	SRR3986156	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-36
PRJNA299657	SAMN05463020	SRS1592133	SRX1988175	SRR3986157	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-37
PRJNA299657	SAMN05463019	SRS1592135	SRX1988176	SRR3986158	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-38
PRJNA299657	SAMN05462769	SRS1592134	SRX1988177	SRR3986159	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-39
PRJNA299657	SAMN05462768	SRS1592136	SRX1988178	SRR3986160	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-40
PRJNA299657	SAMN05462767	SRS1592137	SRX1988179	SRR3986161	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-41
PRJNA299657	SAMN05462766	SRS1592138	SRX1988180	SRR3986162	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-42
PRJNA299657	SAMN05462765	SRS1592139	SRX1988181	SRR3986163	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-43
PRJNA299657	SAMN05462764	SRS1592140	SRX1988182	SRR3986164	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-44
PRJNA299657	SAMN05462763	SRS1592141	SRX1988183	SRR3986165	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-45
PRJNA299657	SAMN05462762	SRS1592143	SRX1988184	SRR3986166	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-46
PRJNA299657	SAMN05462761	SRS1592142	SRX1988185	SRR3986167	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-47
PRJNA299657	SAMN05462760	SRS1592144	SRX1988186	SRR3986168	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-48
PRJNA299657	SAMN05462759	SRS1592145	SRX1988187	SRR3986169	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-49
PRJNA299657	SAMN05462758	SRS1592146	SRX1988188	SRR3986170	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-50
PRJNA299657	SAMN05462757	SRS1592147	SRX1988189	SRR3986171	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-51
PRJNA299657	SAMN05462756	SRS1592148	SRX1988190	SRR3986172	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-52
PRJNA299657	SAMN05462755	SRS1592149	SRX1988191	SRR3986173	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-53
PRJNA299657	SAMN05462754	SRS1592150	SRX1988192	SRR3986174	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-54
PRJNA299657	SAMN05462753	SRS1592151	SRX1988193	SRR3986175	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-55
