peak	class_	weight	Chr	Start	End	Annotation	Distance to TSS	Gene Name	in_cell_type
spleen_uPk_90774	7	0.027160588756436115	chr5	36377963	36378588	intron (NM_030889, intron 1 of 26)	19864.0	Sorcs2	Transitional_B
spleen_uPk_76880	7	0.027083518384030728	chr3	59174477	59175619	intron (NM_177855, intron 15 of 43)	20056.0	Gpr87	Transitional_B
spleen_uPk_12848	7	0.02680909418491936	chr10	74966810	74967522	promoter-TSS (NM_010311)	-65.0	Gnaz	Transitional_B
spleen_uPk_38459	7	0.026789020709157296	chr14	51127629	51128315	Intergenic	-1096.0	Rnase6	Transitional_B
spleen_uPk_61832	7	0.02678371834503524	chr19	6552249	6552709	Intergenic	-9409.0	Slc22a12	Transitional_B
spleen_uPk_116372	7	0.026675945313557898	chr8	108714279	108715532	5' UTR (NM_007496, exon 1 of 10)	261.0	Zfhx3	Transitional_B
spleen_uPk_13850	7	0.02664570051074545	chr10	84111405	84112201	Intergenic	328668.0	Nuak1	Transitional_B
spleen_uPk_60884	7	0.026634441978674664	chr18	79256822	79257818	Intergenic	-147929.0	Setbp1	Transitional_B
spleen_uPk_109995	7	0.026564692998290534	chr7	113294741	113295871	intron (NM_001243048, intron 8 of 16)	74033.0	Btbd10	Transitional_B
spleen_uPk_87884	7	0.026474772585969666	chr4	136177214	136177495	intron (NM_177733, intron 1 of 6)	-3428.0	E2f2	Transitional_B
spleen_uPk_60805	7	0.026405213753058723	chr18	78046228	78046704	intron (NM_001101038, intron 4 of 5)	10802.0	Siglec15	Transitional_B
spleen_uPk_85656	7	0.02632859233985111	chr4	106839754	106840491	Intergenic	-35115.0	Acot11	Transitional_B
spleen_uPk_108187	7	0.02626226074313429	chr7	82029621	82030713	Intergenic	-37868.0	Bnc1	Transitional_B
spleen_uPk_108738	7	0.026009858962755282	chr7	97081253	97082734	intron (NM_001162477, intron 1 of 9)	242.0	Gab2	Transitional_B
spleen_uPk_3240	7	0.02594854838239355	chr1	85105400	85106309	intron (NM_213615, intron 1 of 6)	3999.0	A530032D15Rik	Transitional_B
spleen_uPk_90130	7	0.025948286806517555	chr5	24971607	24972487	intron (NM_145401, intron 3 of 15)	23706.0	Prkag2	Transitional_B
spleen_uPk_40512	7	0.02592556961141812	chr14	78802423	78803028	Intergenic	-46453.0	Vwa8	Transitional_B
spleen_uPk_122336	7	0.025904105618256814	chr9	83658978	83659715	Intergenic	-32129.0	Gm2109	Transitional_B
spleen_uPk_106164	7	0.025845035779651037	chr7	35415930	35416853	intron (NM_028120, intron 6 of 18)	19298.0	Cep89	Transitional_B
spleen_uPk_49786	7	0.025762096650923536	chr16	45282892	45283787	Intergenic	59002.0	Btla	Transitional_B
spleen_uPk_279	7	0.02567835123372778	chr1	13747220	13747883	Intergenic	39378.0	Gm5523	Transitional_B
spleen_uPk_114544	7	0.025606215401056287	chr8	71536970	71538001	promoter-TSS (NM_198095)	-48.0	Bst2	Transitional_B
spleen_uPk_71737	7	0.025528725231947918	chr2	128152509	128153990	intron (NM_207680, intron 3 of 3)	25674.0	Bcl2l11	Transitional_B
spleen_uPk_100504	7	0.02551740622655483	chr6	85966013	85967233	Intergenic	-4956.0	Dusp11	Transitional_B
spleen_uPk_31604	7	0.025512108372500383	chr13	28345583	28346364	Intergenic	203489.0	Prl5a1	Transitional_B
spleen_uPk_56258	7	0.02547821214175807	chr17	73360910	73361538	intron (NM_001033444, intron 4 of 22)	38072.0	Capn13	Transitional_B
spleen_uPk_99809	7	0.02541678264381222	chr6	68735815	68737053	Intergenic	590740.0	Rprl1	Transitional_B
spleen_uPk_114652	7	0.025416532873323454	chr8	72260595	72261483	Intergenic	21021.0	Ap1m1	Transitional_B
spleen_uPk_122165	7	0.025382137408144583	chr9	79735261	79736325	Intergenic	-17071.0	Col12a1	Transitional_B
spleen_uPk_7095	7	0.025382042128059407	chr1	164457611	164459058	promoter-TSS (NM_009721)	21.0	Atp1b1	Transitional_B
spleen_uPk_63034	7	0.025371063764908445	chr19	28772769	28773358	Intergenic	-62103.0	Slc1a1	Transitional_B
spleen_uPk_20967	7	0.025303355854216877	chr11	78792516	78793472	Intergenic	-33601.0	Lyrm9	Transitional_B
spleen_uPk_30751	7	0.025224654231438343	chr13	9276308	9277500	5' UTR (NM_001081426, exon 1 of 37)	379.0	Dip2c	Transitional_B
spleen_uPk_61828	7	0.025188807444252347	chr19	6540291	6540936	exon (NM_009203, exon 3 of 10)	2457.0	Slc22a12	Transitional_B
spleen_uPk_91616	7	0.025109068854456355	chr5	64599501	64600392	intron (NR_045078, intron 3 of 3)	10753.0	Gm3716	Transitional_B
spleen_uPk_8333	7	0.025072206202401914	chr1	180874769	180875784	Intergenic	-17832.0	Lefty2	Transitional_B
spleen_uPk_21624	7	0.025069801021518318	chr11	86851017	86852114	intron (NR_106195, intron 4 of 8)	-43905.0	Dhx40	Transitional_B
spleen_uPk_31670	7	0.025022189744726368	chr13	28952323	28954140	5' UTR (NM_009238, exon 1 of 1)	451.0	Sox4	Transitional_B
spleen_uPk_114555	7	0.02489683009159571	chr8	71597341	71597854	promoter-TSS (NM_001166213)	-49.0	Fam129c	Transitional_B
spleen_uPk_16838	7	0.024890181207711342	chr11	6588248	6588667	intron (NM_146014, intron 4 of 9)	17597.0	Nacad	Transitional_B
spleen_uPk_12697	7	0.02484911458214624	chr10	68722865	68724872	5' UTR (NM_177794, exon 1 of 6)	122.0	Tmem26	Transitional_B
spleen_uPk_195	7	0.024823892287785396	chr1	12991420	12992935	Intergenic	-1042.0	Slco5a1	Transitional_B
spleen_uPk_117138	7	0.024792697040851495	chr8	120407555	120408202	Intergenic	-80988.0	Gse1	Transitional_B
spleen_uPk_78672	7	0.024785136218220614	chr3	96429772	96430364	Intergenic	-15235.0	Terc	Transitional_B
spleen_uPk_62698	7	0.024769485563588305	chr19	21286437	21287257	TTS (NM_009551)	14569.0	Zfand5	Transitional_B
spleen_uPk_39960	7	0.024726582356129727	chr14	70884112	70884769	Intergenic	-5667.0	Gfra2	Transitional_B
spleen_uPk_80967	7	0.024696652521952855	chr3	138016815	138017264	Intergenic	-35490.0	Dapp1	Transitional_B
spleen_uPk_15651	7	0.024677203333292246	chr10	118468822	118469572	Intergenic	28151.0	Ifng	Transitional_B
spleen_uPk_100781	7	0.024662821724568205	chr6	88446030	88446919	promoter-TSS (NM_023060)	65.0	Eefsec	Transitional_B
spleen_uPk_27427	7	0.024662255012315715	chr12	75726258	75728021	intron (NM_030750, intron 1 of 2)	8590.0	Sgpp1	Transitional_B
spleen_uPk_29934	7	0.024636182067932624	chr12	112617975	112618468	Intergenic	-1826.0	Adssl1	Transitional_B
spleen_uPk_102923	7	0.024579863167814554	chr6	125271456	125272773	intron (NR_015527, intron 3 of 3)	6589.0	4930417O13Rik	Transitional_B
spleen_uPk_118589	7	0.024562658314623568	chr9	20635855	20636921	Intergenic	6418.0	Fbxl12	Transitional_B
spleen_uPk_93154	7	0.024520847335158576	chr5	100856324	100857136	intron (NM_172715, intron 2 of 12)	10501.0	Agpat9	Transitional_B
spleen_uPk_80512	7	0.024474444232665822	chr3	131111704	131112846	promoter-TSS (NM_001276403)	-516.0	Lef1	Transitional_B
spleen_uPk_41843	7	0.02444510956067465	chr15	7129110	7130234	promoter-TSS (NM_001113386)	100.0	Lifr	Transitional_B
spleen_uPk_120714	7	0.024434666290079374	chr9	58197628	58198651	exon (NM_177193, exon 3 of 3)	3576.0	Islr2	Transitional_B
spleen_uPk_99863	7	0.024431112754468673	chr6	69499974	69500605	Intergenic	-173115.0	Rprl1	Transitional_B
spleen_uPk_75312	7	0.02442791415257236	chr3	9608362	9610436	exon (NM_133218, exon 1 of 9)	686.0	Zfp704	Transitional_B
spleen_uPk_111372	7	0.024418374938460427	chr7	132720252	132721023	intron (NM_001347630, intron 3 of 3)	56279.0	Fam53b	Transitional_B
spleen_uPk_103901	7	0.024417587797897374	chr6	140423685	140425080	exon (NM_144920, exon 2 of 31)	283.0	Plekha5	Transitional_B
spleen_uPk_95465	7	0.024410281044268616	chr5	134098876	134100199	promoter-TSS (NM_030719)	-211.0	Gatsl2	Transitional_B
spleen_uPk_110734	7	0.024403639227828004	chr7	125605738	125606166	intron (NM_021887, intron 1 of 8)	2523.0	Il21r	Transitional_B
spleen_uPk_7927	7	0.024379771966948918	chr1	175468882	175469966	intron (NM_001347195, intron 2 of 17)	23121.0	Rgs7	Transitional_B
spleen_uPk_118247	7	0.024377669990813783	chr9	11513519	11514405	Intergenic	-609187.0	Cntn5	Transitional_B
spleen_uPk_79646	7	0.024346666550284883	chr3	108721940	108722594	promoter-TSS (NM_029522)	32.0	Gpsm2	Transitional_B
spleen_uPk_90337	7	0.024334661590525466	chr5	30961244	30961993	Intergenic	-1291.0	Preb	Transitional_B
spleen_uPk_17347	7	0.024312617456196613	chr11	21180608	21181279	Intergenic	-58089.0	Vps54	Transitional_B
spleen_uPk_25147	7	0.024295727682424967	chr12	12942242	12942750	promoter-TSS (NM_008709)	-660.0	Mycn	Transitional_B
spleen_uPk_96297	7	0.024242730507137517	chr5	142447961	142448506	intron (NM_199068, intron 2 of 8)	-15698.0	Ap5z1	Transitional_B
spleen_uPk_63180	7	0.02418644873267833	chr19	31337233	31338232	intron (NM_011160, intron 2 of 17)	-121336.0	8430431K14Rik	Transitional_B
spleen_uPk_64728	7	0.02417105210762569	chr19	55544297	55544900	intron (NM_001293686, intron 7 of 7)	157606.0	4930552P12Rik	Transitional_B
spleen_uPk_105204	7	0.02416162511835944	chr7	19359161	19360272	promoter-TSS (NM_145822)	-233.0	Cd3eap	Transitional_B
spleen_uPk_116503	7	0.02414316431312054	chr8	110954746	110955297	intron (NM_009179, intron 1 of 6)	35156.0	St3gal2	Transitional_B
spleen_uPk_53213	7	0.02414077882801746	chr17	27405353	27406320	Intergenic	47739.0	Mir7218	Transitional_B
spleen_uPk_91905	7	0.024139885333045806	chr5	66675957	66677043	promoter-TSS (NR_102714)	-3.0	Uchl1os	Transitional_B
spleen_uPk_105219	7	0.02411885425810817	chr7	19457823	19459174	promoter-TSS (NM_172279)	-4.0	Mark4	Transitional_B
spleen_uPk_122930	7	0.02407789064322734	chr9	96888673	96890317	promoter-TSS (NM_153420)	-21.0	Pxylp1	Transitional_B
spleen_uPk_6365	7	0.024072825410779885	chr1	154816740	154817510	Intergenic	-91205.0	Cacna1e	Transitional_B
spleen_uPk_90324	7	0.024053086840804695	chr5	30866911	30867343	Intergenic	-2520.0	Tmem214	Transitional_B
spleen_uPk_93987	7	0.024041221564644433	chr5	113137698	113139003	5' UTR (NM_001347397, exon 1 of 8)	235.0	2900026A02Rik	Transitional_B
spleen_uPk_94183	7	0.023761998280364082	chr5	114826195	114826623	Intergenic	-2941.0	2610524H06Rik	Transitional_B
spleen_uPk_12494	7	0.023759079606547984	chr10	67186838	67187544	intron (NM_001242396, intron 1 of 24)	1441.0	Jmjd1c	Transitional_B
spleen_uPk_115824	7	0.023746687317211128	chr8	94695525	94696490	intron (NM_026385, intron 1 of 3)	235.0	Pllp	Transitional_B
spleen_uPk_65653	7	0.02373757617062683	chr2	11489214	11489667	intron (NM_001177756, intron 5 of 16)	12650.0	Pfkfb3	Transitional_B
spleen_uPk_94969	7	0.02369841230044435	chr5	123314957	123315749	Intergenic	-29095.0	Bcl7a	Transitional_B
spleen_uPk_120728	7	0.023684505919483536	chr9	58255240	58255540	intron (NM_026942, intron 2 of 6)	2226.0	Stoml1	Transitional_B
spleen_uPk_46407	7	0.023683150447646663	chr15	97744757	97745413	3' UTR (NM_001177811, exon 27 of 27)	-13680.0	Endou	Transitional_B
spleen_uPk_60669	7	0.023559934805378182	chr18	75591732	75592973	intron (NM_201354, intron 6 of 11)	77707.0	Gm10532	Transitional_B
spleen_uPk_43422	7	0.02350111446144095	chr15	55499913	55500695	intron (NM_181277, intron 44 of 47)	57008.0	Mrpl13	Transitional_B
spleen_uPk_87358	7	0.023437542132678686	chr4	133084964	133086380	Intergenic	-44961.0	Wasf2	Transitional_B
spleen_uPk_111338	7	0.023437392178935586	chr7	132480585	132481149	Intergenic	95531.0	Oat	Transitional_B
spleen_uPk_73743	7	0.02338846052437241	chr2	163587464	163587913	Intergenic	-14626.0	Ttpal	Transitional_B
spleen_uPk_47259	7	0.02335422032916533	chr16	5163985	5164919	intron (NM_001127725, intron 2 of 15)	17343.0	Sec14l5	Transitional_B
spleen_uPk_79452	7	0.023321568799234173	chr3	106809026	106809728	Intergenic	13180.0	Olfr266	Transitional_B
spleen_uPk_48275	7	0.023296135753891604	chr16	22444779	22445237	Intergenic	-5438.0	Etv5	Transitional_B
spleen_uPk_4166	7	0.023233057205944554	chr1	101901635	101903088	Intergenic	746593.0	Gm20268	Transitional_B
spleen_uPk_44645	7	0.023217275094101993	chr15	75727595	75728427	Intergenic	19911.0	Mafa	Transitional_B
spleen_uPk_36142	7	0.023213646812249796	chr13	111982826	111983376	Intergenic	115165.0	Gm15326	Transitional_B
spleen_uPk_20148	7	0.023212286374571296	chr11	69837659	69838691	promoter-TSS (NM_026982)	-350.0	Tmem256	Transitional_B
spleen_uPk_106844	7	0.02320943465990546	chr7	49245809	49246507	promoter-TSS (NM_175272)	-31.0	Nav2	Transitional_B
spleen_uPk_95980	7	0.023202023639085186	chr5	139160751	139162069	intron (NM_001081265, intron 4 of 12)	11187.0	Dnaaf5	Transitional_B
spleen_uPk_7961	7	0.02319624073401	chr1	176800796	176801755	intron (NM_001099637, intron 1 of 19)	5849.0	Cep170	Transitional_B
spleen_uPk_64603	7	0.02313575152801855	chr19	53440523	53440984	TTS (NR_028427)	24043.0	Mirt1	Transitional_B
spleen_uPk_92140	7	0.023103417702100913	chr5	73209357	73210173	intron (NM_028194, intron 2 of 62)	46853.0	Fryl	Transitional_B
spleen_uPk_81520	7	0.023088319912960696	chr3	149326206	149327419	Intergenic	52075.0	Gm1653	Transitional_B
spleen_uPk_104289	7	0.02308474544933255	chr6	145578309	145578973	Intergenic	-37322.0	Tuba3b	Transitional_B
spleen_uPk_49027	7	0.023083129052896518	chr16	32866700	32867293	intron (NM_172615, intron 1 of 18)	1370.0	Rubcn	Transitional_B
spleen_uPk_12927	7	0.02304336531741717	chr10	75430676	75430966	intron (NM_133995, intron 6 of 9)	-18689.0	4933407G14Rik	Transitional_B
spleen_uPk_106791	7	0.023004082989718747	chr7	48137103	48138168	Intergenic	31350.0	Mrgprb5	Transitional_B
spleen_uPk_83333	7	0.022973371121335438	chr4	44969904	44971126	Intergenic	-10879.0	Grhpr	Transitional_B
spleen_uPk_77636	7	0.022953937808186827	chr3	83867012	83867379	Intergenic	-25587.0	Tlr2	Transitional_B
spleen_uPk_46427	7	0.022947973156172828	chr15	97825907	97826278	intron (NM_001204275, intron 1 of 24)	5675.0	Hdac7	Transitional_B
spleen_uPk_96336	7	0.02290036173858008	chr5	142908915	142909753	Intergenic	-2580.0	Actb	Transitional_B
spleen_uPk_111360	7	0.02287716473273389	chr7	132672461	132673080	intron (NM_029609, intron 6 of 6)	62127.0	Lhpp	Transitional_B
spleen_uPk_33502	7	0.022866922509857685	chr13	54322365	54323361	Intergenic	-48486.0	Cplx2	Transitional_B
spleen_uPk_72227	7	0.0228507753568608	chr2	132879190	132880143	exon (NM_177303, exon 2 of 5)	1196.0	Lrrn4	Transitional_B
spleen_uPk_30383	7	0.02277882218659256	chr12	117638883	117640075	intron (NM_175930, intron 9 of 27)	123000.0	Rapgef5	Transitional_B
spleen_uPk_124318	7	0.02276391088099923	chr9	118925248	118926771	promoter-TSS (NM_133710)	-527.0	Ctdspl	Transitional_B
spleen_uPk_84219	7	0.022744227752451843	chr4	59441269	59441822	Intergenic	-2912.0	Susd1	Transitional_B
spleen_uPk_104291	7	0.02269821026760634	chr6	145599113	145599555	Intergenic	-16629.0	Tuba3b	Transitional_B
spleen_uPk_64043	7	0.022691026159521736	chr19	43711122	43712377	exon (NM_053103, exon 6 of 13)	22060.0	Entpd7	Transitional_B
spleen_uPk_104607	7	0.02267410510323687	chr7	3304274	3304634	intron (NM_001291434, intron 2 of 16)	922.0	Prkcg	Transitional_B
spleen_uPk_49134	7	0.022614340168302167	chr16	33734577	33734983	intron (NM_175256, intron 6 of 14)	50314.0	Heg1	Transitional_B
spleen_uPk_51362	7	0.022583361390118448	chr16	93807122	93807547	intron (NM_027293, intron 34 of 36)	-24787.0	Morc3	Transitional_B
spleen_uPk_43489	7	0.02258151053396925	chr15	57809728	57810139	intron (NM_199449, intron 2 of 3)	82485.0	Derl1	Transitional_B
spleen_uPk_74354	7	0.022561047034132333	chr2	167672219	167672741	Intergenic	-10936.0	Tmem189	Transitional_B
spleen_uPk_86352	7	0.022472652817684097	chr4	119959230	119960082	intron (NM_010657, intron 1 of 8)	144978.0	Hivep3	Transitional_B
spleen_uPk_37805	7	0.02243466248691801	chr14	31313198	31314104	intron (NM_001033668, intron 6 of 77)	10245.0	Dnah1	Transitional_B
spleen_uPk_19402	7	0.0224167925092286	chr11	58994264	58994816	intron (NM_001171512, intron 103 of 103)	16447.0	Trim11	Transitional_B
spleen_uPk_52951	7	0.022376075490610763	chr17	25047200	25047687	intron (NM_134126, intron 14 of 29)	31357.0	Ift140	Transitional_B
spleen_uPk_96573	7	0.022294853204054967	chr5	146681477	146682452	Intergenic	-96725.0	Gpr12	Transitional_B
spleen_uPk_55550	7	0.022266354873478007	chr17	56957750	56958486	intron (NM_175731, intron 4 of 5)	-22730.0	Mllt1	Transitional_B
spleen_uPk_67351	7	0.022213589230071766	chr2	33761696	33762379	intron (NM_175184, intron 7 of 9)	-43779.0	Nron	Transitional_B
spleen_uPk_108452	7	0.02220335108694703	chr7	89171762	89172209	intron (NM_028343, intron 6 of 14)	166802.0	Tmem135	Transitional_B
spleen_uPk_26453	7	0.0221725465798348	chr12	41801881	41802427	intron (NM_053122, intron 6 of 6)	-316097.0	Lrrn3	Transitional_B
spleen_uPk_72283	7	0.02213502738754627	chr2	135797989	135798536	intron (NM_013829, intron 1 of 36)	56432.0	Plcb4	Transitional_B
spleen_uPk_34921	7	0.022087277163781848	chr13	92948394	92949293	Intergenic	104056.0	Mtx3	Transitional_B
spleen_uPk_55439	7	0.022073830592617506	chr17	56148273	56149129	Intergenic	-8358.0	Sema6b	Transitional_B
spleen_uPk_64970	7	0.022065428238191177	chr19	58452988	58453460	exon (NM_010279, exon 3 of 11)	2174.0	Gfra1	Transitional_B
spleen_uPk_68870	7	0.022008860399948687	chr2	68824894	68825896	Intergenic	-36046.0	Cers6	Transitional_B
spleen_uPk_63704	7	0.02200372883470708	chr19	38143487	38144294	intron (NM_033614, intron 4 of 21)	11109.0	Pde6c	Transitional_B
spleen_uPk_111917	7	0.022001666186175564	chr7	142440599	142440915	TTS (NM_001285857)	-1711.0	Tnni2	Transitional_B
spleen_uPk_48050	7	0.02195349189456774	chr16	19262833	19263692	Intergenic	23479.0	Olfr164	Transitional_B
spleen_uPk_45824	7	0.021943983415427994	chr15	86064222	86064738	intron (NM_001205353, intron 1 of 18)	5753.0	Gramd4	Transitional_B
spleen_uPk_23449	7	0.021931307314310138	chr11	108920129	108921377	intron (NM_015732, intron 1 of 10)	404.0	Axin2	Transitional_B
spleen_uPk_51810	7	0.021920119965115364	chr17	4497932	4498735	Intergenic	-136647.0	4930517M08Rik	Transitional_B
spleen_uPk_103104	7	0.021896727300932714	chr6	127614516	127615016	intron (NM_001033464, intron 5 of 6)	36791.0	Cracr2a	Transitional_B
spleen_uPk_118803	7	0.021879867518205424	chr9	22142811	22143964	intron (NR_030448, intron 3 of 4)	-7641.0	Acp5	Transitional_B
spleen_uPk_9138	7	0.021847823231989312	chr1	193330004	193330696	intron (NM_008484, intron 11 of 22)	28107.0	Lamb3	Transitional_B
spleen_uPk_64116	7	0.021824922288169166	chr19	44377826	44378549	Intergenic	29522.0	Scd1	Transitional_B
spleen_uPk_91903	7	0.02177696640043287	chr5	66661249	66662169	intron (NR_102714, intron 1 of 4)	-14412.0	Uchl1	Transitional_B
spleen_uPk_18344	7	0.021754121642271824	chr11	45323546	45324429	Intergenic	-207059.0	Gm12159	Transitional_B
spleen_uPk_63519	7	0.021698500203510336	chr19	36006073	36006834	intron (NM_001347442, intron 1 of 3)	50907.0	Htr7	Transitional_B
spleen_uPk_99890	7	0.021694941704039024	chr6	69764773	69765395	Intergenic	-437910.0	Rprl1	Transitional_B
spleen_uPk_16114	7	0.021686917187868974	chr10	126498700	126499120	Intergenic	211481.0	Mir378d	Transitional_B
spleen_uPk_36627	7	0.02166222818296111	chr13	119961782	119962337	Intergenic	-11253.0	B020031M17Rik	Transitional_B
spleen_uPk_2861	7	0.021651728188243707	chr1	74800329	74801062	exon (NM_009518, exon 3 of 4)	8676.0	Wnt10a	Transitional_B
spleen_uPk_109342	7	0.021646434858847607	chr7	102099612	102100642	non-coding (NR_111935, exon 1 of 6)	102.0	Art5	Transitional_B
spleen_uPk_58012	7	0.021639297885121925	chr18	15291629	15292026	Intergenic	111172.0	Aqp4	Transitional_B
spleen_uPk_82269	7	0.021613930461623576	chr4	10964651	10965614	Intergenic	42487.0	Plekhf2	Transitional_B
spleen_uPk_432	7	0.0216030603672931	chr1	20986173	20986998	intron (NM_027974, intron 9 of 10)	34959.0	Efhc1	Transitional_B
spleen_uPk_89431	7	0.021561811479885718	chr5	3419965	3421230	intron (NM_009873, intron 3 of 7)	76704.0	Cdk6	Transitional_B
spleen_uPk_43722	7	0.021546000747604894	chr15	59596040	59596519	intron (NM_026746, intron 6 of 6)	-52375.0	Trib1	Transitional_B
spleen_uPk_62677	7	0.0215167379255426	chr19	21036279	21037740	Intergenic	-67701.0	4930554I06Rik	Transitional_B
spleen_uPk_51517	7	0.02151197489329431	chr16	95359994	95360889	3' UTR (NM_133659, exon 11 of 11)	98907.0	Erg	Transitional_B
spleen_uPk_110291	7	0.021489614661266032	chr7	117613024	117613442	intron (NM_175645, intron 5 of 11)	232254.0	Xylt1	Transitional_B
spleen_uPk_59891	7	0.02146854865326924	chr18	62921913	62922894	promoter-TSS (NM_133237)	76.0	Apcdd1	Transitional_B
spleen_uPk_32720	7	0.021460025638798456	chr13	44028095	44028456	Intergenic	-92892.0	Gm5083	Transitional_B
spleen_uPk_60830	7	0.021430903763489672	chr18	78476016	78476372	intron (NM_030683, intron 2 of 11)	120756.0	Slc14a2	Transitional_B
spleen_uPk_113990	7	0.02137897947392523	chr8	57579771	57580213	intron (NM_001167981, intron 2 of 11)	68149.0	Hmgb2	Transitional_B
spleen_uPk_11884	7	0.021348611781822478	chr10	57745444	57745864	Intergenic	-39269.0	Fabp7	Transitional_B
spleen_uPk_19446	7	0.021348445838914525	chr11	59502057	59502761	intron (NM_001291014, intron 5 of 9)	-3244.0	4933439C10Rik	Transitional_B
spleen_uPk_88219	7	0.02131890914184241	chr4	140586445	140586965	intron (NM_001112722, intron 7 of 27)	62051.0	Arhgef10l	Transitional_B
spleen_uPk_121668	7	0.021310399138286147	chr9	70816662	70817622	intron (NM_001324473, intron 4 of 8)	117666.0	Lipc	Transitional_B
spleen_uPk_123848	7	0.021306054121290715	chr9	112226432	112227544	promoter-TSS (NR_131053)	-468.0	2310075C17Rik	Transitional_B
spleen_uPk_39173	7	0.021292328987193732	chr14	61037288	61038303	intron (NM_013869, intron 1 of 9)	192.0	Tnfrsf19	Transitional_B
spleen_uPk_114432	7	0.021268491309003577	chr8	70629500	70630581	exon (NM_011819, exon 2 of 2)	2055.0	Gdf15	Transitional_B
spleen_uPk_790	7	0.02124750798992939	chr1	36088412	36088979	intron (NM_015818, intron 1 of 1)	20295.0	Hs6st1	Transitional_B
spleen_uPk_53457	7	0.021198638053427855	chr17	29145157	29145485	exon (NM_001002786, exon 5 of 8)	10265.0	Rab44	Transitional_B
spleen_uPk_43624	7	0.021192541946761068	chr15	58981858	58982344	intron (NM_001146180, intron 3 of 13)	48291.0	Ndufb9	Transitional_B
spleen_uPk_4704	7	0.021165681011574913	chr1	127424951	127425599	intron (NM_145128, intron 12 of 17)	220289.0	Mgat5	Transitional_B
spleen_uPk_23745	7	0.021149418819437712	chr11	114446501	114447311	intron (NR_027643, intron 1 of 2)	1954.0	4932435O22Rik	Transitional_B
spleen_uPk_41950	7	0.021065242440934114	chr15	9463294	9464282	intron (NM_029341, intron 4 of 4)	27760.0	Capsl	Transitional_B
spleen_uPk_94130	7	0.02105060703859521	chr5	114587892	114588296	intron (NM_001004180, intron 1 of 2)	19843.0	Fam222a	Transitional_B
spleen_uPk_30070	7	0.02103760766645106	chr12	113241405	113241689	Intergenic	55644.0	Tmem121	Transitional_B
spleen_uPk_27675	7	0.020980222305769344	chr12	79060494	79061331	intron (NM_181073, intron 7 of 28)	28758.0	Pigh	Transitional_B
spleen_uPk_37530	7	0.020966701222669998	chr14	26477405	26478268	intron (NM_001310445, intron 2 of 22)	56788.0	Slmap	Transitional_B
spleen_uPk_81490	7	0.02094010295966611	chr3	148895422	148896073	intron (NM_001081298, intron 1 of 23)	58888.0	Adgrl2	Transitional_B
spleen_uPk_25794	7	0.020939378313718057	chr12	31973257	31974185	intron (NM_011158, intron 5 of 10)	-23186.0	Hbp1	Transitional_B
spleen_uPk_23730	7	0.020926589945107845	chr11	114236844	114237456	Intergenic	38892.0	1700092K14Rik	Transitional_B
spleen_uPk_90495	7	0.0209144572671608	chr5	32869399	32870233	intron (NM_177786, intron 4 of 32)	6095.0	Depdc5	Transitional_B
spleen_uPk_110767	7	0.02091287183488543	chr7	126027402	126027836	intron (NM_001101488, intron 1 of 6)	54792.0	Gsg1l	Transitional_B
spleen_uPk_80953	7	0.02091268375017787	chr3	137963446	137964317	intron (NM_001310753, intron 1 of 7)	17668.0	Dapp1	Transitional_B
spleen_uPk_48791	7	0.020890367097070713	chr16	30645693	30646680	Intergenic	46463.0	Fam43a	Transitional_B
spleen_uPk_114025	7	0.020885999315648704	chr8	60871786	60872246	Intergenic	-18435.0	Hpf1	Transitional_B
spleen_uPk_27602	7	0.0208792681396675	chr12	77537099	77537845	Intergenic	127331.0	Fut8	Transitional_B
spleen_uPk_60885	7	0.02087303185010267	chr18	79257910	79258314	Intergenic	-148721.0	Setbp1	Transitional_B
spleen_uPk_15496	7	0.020871392250301348	chr10	117433996	117434316	Intergenic	-57183.0	Cpsf6	Transitional_B
spleen_uPk_64286	7	0.02083561801944939	chr19	46240020	46240978	intron (NM_178930, intron 3 of 39)	-64238.0	Nfkb2	Transitional_B
spleen_uPk_38720	7	0.020817161501413394	chr14	54448705	54449644	Intergenic	-14973.0	Lrp10	Transitional_B
spleen_uPk_6533	7	0.020801407749220693	chr1	156521713	156522734	Intergenic	-36564.0	Abl2	Transitional_B
spleen_uPk_81531	7	0.020790953825831425	chr3	149436399	149437149	Intergenic	162037.0	Gm1653	Transitional_B
spleen_uPk_99763	7	0.020788469323488996	chr6	67896518	67896873	Intergenic	-330996.0	4930515G16Rik	Transitional_B
spleen_uPk_9290	7	0.02077722911902765	chr10	4341254	4341967	intron (NM_031185, intron 2 of 3)	46498.0	Zbtb2	Transitional_B
spleen_uPk_32348	7	0.0207471914497193	chr13	38027627	38028906	intron (NM_027724, intron 2 of 12)	8671.0	Cage1	Transitional_B
spleen_uPk_93599	7	0.02073389418566743	chr5	107724734	107725208	promoter-TSS (NM_010278)	-628.0	Gfi1	Transitional_B
spleen_uPk_33188	7	0.02073384160077503	chr13	51064403	51064990	Intergenic	36031.0	9430083A17Rik	Transitional_B
spleen_uPk_95789	7	0.020716577979151347	chr5	136678631	136679370	Intergenic	-14146.0	Myl10	Transitional_B
spleen_uPk_62072	7	0.02068322796883755	chr19	10101337	10102316	promoter-TSS (NM_019699)	-323.0	Fads2	Transitional_B
spleen_uPk_102709	7	0.020658649150732893	chr6	122835243	122835711	intron (NM_021899, intron 6 of 10)	4100.0	Mir7231	Transitional_B
